,Sample,SampleName,LOC_OS07G46990,Tissue,Treatment
0,DRX000191,root under normal condition,112.4,root,--
1,DRX000192,root 1hr after salinity stress,96.8,root,--
2,DRX000193,shoot under normal condition,103.6,shoot,--
3,DRX000194,shoot 1hr after salinity stress,101.2,shoot,--
4,DRX000459,Phosphate starvation_1day_Root,254.6,root,P- 1day
5,DRX000460,Phosphate starvation_5days_Root,158.3,root,P- 5days
6,DRX000461,Phosphate starvation_0day_Shoot,133.4,shoot,P- 0day
7,DRX000462,Phosphate starvation_1day_Shoot,136.3,shoot,P- 1day
8,DRX000463,Phosphate starvation_5days_Shoot,103.3,shoot,P- 5days
9,DRX000464,Phosphate starvation_0day_Root,202.2,root,P- 0day
10,DRX000465,Phosphate sufficient_1day_Root,193.4,root,P+ 1day
11,DRX000466,Phosphate sufficient_5days_Root,239.1,root,P+ 5days
12,DRX000467,Phosphate sufficient_1day_Shoot,169.2,shoot,P+ 1day
13,DRX000468,Phosphate sufficient_5days_Shoot,152.7,shoot,P+ 5days
14,DRX000469,Phosphate starvation_10days_Root,213.7,root,P- 10days
15,DRX000470,Phosphate sufficient_10days_Root,233.0,root,P+ 10days
16,DRX000471,Phosphate starvation_10days_Shoot,105.5,shoot,P- 10days
17,DRX000472,Phosphate sufficient_10days_Shoot,161.9,shoot,P+ 10days
18,DRX000473,Phosphate starvation_10days_Recover_1day_Root,201.0,root,"P- 10days, Recover_1day"
19,DRX000474,Phosphate sufficient_10days_Recover_1day_Root,214.9,root,"P+ 10days, Recover_1day"
20,DRX000523,Nipponbare shoot apices,71.6,shoot apices,--
21,DRX000660,retrogene_callus,83.4,callus,--
22,DRX000661,retrogene_callus,94.6,callus,--
23,DRX000662,retrogene_leaf,78.9,leaf,--
24,DRX000663,retrogene_leaf,86.5,leaf,--
25,DRX000664,retrogene_panicle before flowering,118.1,panicle,--
26,DRX000665,retrogene_panicle before flowering,148.7,panicle,--
27,DRX000666,retrogene_panicle after flowering,117.0,panicle,--
28,DRX000667,retrogene_panicle after flowering,158.2,panicle,--
29,DRX000668,retrogene_root,141.0,root,--
30,DRX000669,retrogene_root,179.2,root,--
31,DRX000670,retrogene_seed,142.5,seed,--
32,DRX000671,retrogene_seed,175.8,seed,--
33,DRX000672,retrogene_shoot,131.8,shoot,--
34,DRX000673,retrogene_shoot,181.9,shoot,--
35,DRX000958,W1943_WholePlant,120.4,whole plant,45 °C for 10 days
36,DRX000959,W0106_WholePlant,34.6,whole plant,45 C for 10 days
37,DRX000967,Oryza rufipogon W1921,102.4,shoot apices,--
38,DRX000968,Oryza sativa cv. Kasalath,113.2,shoot apices,--
39,DRX000969,F1 hybrid (Oryza sativa cv. NipponbarexOryza sativa cv. Kasalath),67.0,shoot apices,--
40,DRX000970,Oryza rufipogon W0106,82.0,shoot apices,--
41,DRX000971,F1 hybrid (Oryza sativa cv. KasalathxOryza sativa cv. Nipponbare),71.8,shoot apices,--
42,DRX001002,F1 hybrid NipponbarexW0106,70.0,shoot apices,--
43,DRX001003,F1 hybrid W0106xNipponbare,109.3,shoot apices,--
44,DRX001004,F1 hybrid NipponbarexW1921,107.7,shoot apices,--
45,DRX001005,F1 hybrid W1921xNipponbare,128.5,shoot apices,--
46,DRX001075,Oryza Sativa Nipponbare Stigma,113.1,stigma,--
47,DRX001076,Oryza sativa Nipponbare Pistil,78.8,pistil,--
48,DRX001077,Oryza officinalis Stigma,105.8,stigma,--
49,DRX001078,Oryza officinalis Pistil,96.6,pistil,--
50,DRX001420,Nipponbare,103.6,leaf,blast fungus infected 24hrs
51,DRX002019,Nipponbare_root_0day,167.7,root,control
52,DRX002020,Nipponbare_root_0day,143.1,root,control
53,DRX002021,Nipponbare_root_0day,163.8,root,control
54,DRX002022,Nipponbare_root_0day,176.5,root,control
55,DRX002023,Nipponbare_root_22day,193.1,root,Pi- 22day
56,DRX002024,Nipponbare_root_22day,176.5,root,Pi- 22day
57,DRX002025,Nipponbare_root_22day,166.7,root,Pi- 22day
58,DRX002026,Nipponbare_root_22day,198.7,root,Pi- 22day
59,DRX002027,Nipponbare_shoot_0day,103.6,shoot,control
60,DRX002028,Nipponbare_shoot_0day,90.8,shoot,control
61,DRX002029,Nipponbare_shoot_0day,108.1,shoot,control
62,DRX002030,Nipponbare_shoot_22day,119.1,shoot,Pi- 22day
63,DRX002031,Nipponbare_shoot_22day,119.8,shoot,Pi- 22day
64,DRX002032,Nipponbare_shoot_22day,110.2,shoot,Pi- 22day
65,DRX002033,IAC 25_root_0day,168.0,root,control
66,DRX002034,IAC 25_root_0day,157.7,root,control
67,DRX002035,IAC 25_root_0day,140.2,root,control
68,DRX002036,IAC 25_root_0day,168.2,root,control
69,DRX002037,IAC 25_root_22day,197.3,root,Pi- 22day
70,DRX002038,IAC 25_root_22day,175.9,root,Pi- 22day
71,DRX002039,IAC 25_root_22day,208.7,root,Pi- 22day
72,DRX002040,IAC 25_root_22day,198.4,root,Pi- 22day
73,DRX002041,IAC 25_shoot_0day,98.2,shoot,control
74,DRX002042,IAC 25_shoot_0day,103.7,shoot,control
75,DRX002043,IAC 25_shoot_0day,128.5,shoot,control
76,DRX002044,IAC 25_shoot_22day,134.8,shoot,Pi- 22day
77,DRX002045,IAC 25_shoot_22day,145.7,shoot,Pi- 22day
78,DRX002046,IAC 25_shoot_22day,130.0,shoot,Pi- 22day
79,DRX002047,Vary Lava 701_root_0day,151.8,root,control
80,DRX002048,Vary Lava 701_root_0day,142.2,root,control
81,DRX002049,Vary Lava 701_root_0day,130.6,root,control
82,DRX002050,Vary Lava 701_root_0day,146.4,root,control
83,DRX002051,Vary Lava 701_root_22day,176.7,root,Pi- 22day
84,DRX002052,Vary Lava 701_root_22day,186.2,root,Pi- 22day
85,DRX002053,Vary Lava 701_root_22day,166.8,root,Pi- 22day
86,DRX002054,Vary Lava 701_root_22day,199.1,root,Pi- 22day
87,DRX002055,Vary Lava 701_shoot_0day,95.0,shoot,control
88,DRX002056,Vary Lava 701_shoot_0day,104.0,shoot,control
89,DRX002057,Vary Lava 701_shoot_0day,118.4,shoot,control
90,DRX002058,Vary Lava 701_shoot_22day,111.8,shoot,Pi- 22day
91,DRX002059,Vary Lava 701_shoot_22day,114.3,shoot,Pi- 22day
92,DRX002060,Vary Lava 701_shoot_22day,124.4,shoot,Pi- 22day
93,DRX002061,Kasalath_root_0day,204.7,root,control
94,DRX002062,Kasalath_root_0day,203.1,root,control
95,DRX002063,Kasalath_root_0day,203.9,root,control
96,DRX002064,Kasalath_root_22day,393.9,root,Pi- 22day
97,DRX002065,Kasalath_root_22day,245.2,root,Pi- 22day
98,DRX002066,Kasalath_root_22day,415.8,root,Pi- 22day
99,DRX002067,Kasalath_root_22day,357.3,root,Pi- 22day
100,DRX002068,Kasalath_shoot_0day,99.1,shoot,control
101,DRX002069,Kasalath_shoot_0day,110.6,shoot,control
102,DRX002070,Kasalath_shoot_0day,121.1,shoot,control
103,DRX002071,Kasalath_shoot_0day,118.5,shoot,control
104,DRX002072,Kasalath_shoot_22day,187.6,shoot,Pi- 22day
105,DRX002073,Kasalath_shoot_22day,181.6,shoot,Pi- 22day
106,DRX002074,Kasalath_shoot_22day,214.6,shoot,Pi- 22day
107,DRX002075,Kasalath_shoot_22day,214.4,shoot,Pi- 22day
108,DRX003191,OSCR11_Transcriptome_DevelopingSeeds_1,469.3,seed,--
109,DRX003192,OSCR11_Transcriptome_DevelopingSeeds_2,455.0,seed,--
110,DRX003193,OSCR11_Transcriptome_DevelopingSeeds_3,531.8,seed,--
111,DRX003194,a123_Transcriptome_DevelopingSeeds_1,358.9,seed,--
112,DRX003195,a123_Transcriptome_DevelopingSeeds_2,536.0,seed,--
113,DRX003196,a123_Transcriptome_DevelopingSeeds_3,431.0,seed,--
114,DRX005735,shoot control sample for Low and VeryLow Cadmium stress,150.4,shoot,control
115,DRX005736,shoot control sample for Low and VeryLow Cadmium stress,127.5,shoot,control
116,DRX005737,shoot control sample for Low and VeryLow Cadmium stress,104.6,shoot,control
117,DRX005738,shoot under 1 day after Low Cadmium stress,168.6,shoot,low cadmium 1day
118,DRX005739,shoot under 1 day after Low Cadmium stress,143.1,shoot,low cadmium 1day
119,DRX005740,shoot under 4 days after Low Cadmium stress,145.2,shoot,low cadmium 4day
120,DRX005741,shoot under 4 days after Low Cadmium stress,128.9,shoot,low cadmium 4day
121,DRX005742,shoot under 10 days after Low Cadmium stress,136.7,shoot,low cadmium 10day
122,DRX005743,shoot under 10 days after Low Cadmium stress,111.1,shoot,low cadmium 10day
123,DRX005744,shoot under 1 day after VeryLow Cadmium stress,133.8,shoot,verylow cadmium 1day
124,DRX005745,shoot under 1 day after VeryLow Cadmium stress,139.1,shoot,verylow cadmium 1day
125,DRX005746,shoot under 4 days after VeryLow Cadmium stress,130.5,shoot,verylow cadmium 4day
126,DRX005747,shoot under 4 days after VeryLow Cadmium stress,118.9,shoot,verylow cadmium 4day
127,DRX005748,shoot under 10 days after VeryLow Cadmium stress,105.6,shoot,verylow cadmium 10day
128,DRX005749,shoot under 10 days after VeryLow Cadmium stress,89.7,shoot,verylow cadmium 10day
129,DRX005750,root control sample for Low and VeryLow Cadmium stress,173.1,root,control
130,DRX005751,root control sample for Low and VeryLow Cadmium stress,187.5,root,control
131,DRX005752,root control sample for Low and VeryLow Cadmium stress,112.5,root,control
132,DRX005753,root under 1 day after Low Cadmium stress,157.9,root,low cadmium 1day
133,DRX005754,root under 1 day after Low Cadmium stress,141.4,root,low cadmium 1day
134,DRX005755,root under 4 days after Low Cadmium stress,108.6,root,low cadmium 4day
135,DRX005756,root under 4 days after Low Cadmium stress,114.3,root,low cadmium 4day
136,DRX005757,root under 10 days after Low Cadmium stress,144.6,root,low cadmium 10day
137,DRX005758,root under 10 days after Low Cadmium stress,94.8,root,low cadmium 10day
138,DRX005759,root under 1 day after VeryLow Cadmium stress,163.0,root,verylow cadmium 1day
139,DRX005760,root under 1 day after VeryLow Cadmium stress,159.2,root,verylow cadmium 1day
140,DRX005761,root under 4 days after VeryLow Cadmium stress,121.7,root,verylow cadmium 4day
141,DRX005762,root under 4 days after VeryLow Cadmium stress,130.8,root,verylow cadmium 4day
142,DRX005763,root under 10 days after VeryLow Cadmium stress,120.8,root,verylow cadmium 10day
143,DRX005764,root under 10 days after VeryLow Cadmium stress,109.3,root,verylow cadmium 10day
144,DRX005765,shoot control sample for Cold and Flood and Osmotic stress,125.0,shoot,control
145,DRX005766,shoot control sample for Cold and Flood and Osmotic stress,114.0,shoot,control
146,DRX005767,shoot control sample for Cold and Flood and Osmotic stress,117.4,shoot,control
147,DRX005768,root control sample for Cold and Flood and Osmotic stress,134.4,root,control
148,DRX005769,root control sample for Cold and Flood and Osmotic stress,191.8,root,control
149,DRX005770,root control sample for Cold and Flood and Osmotic stress,168.5,root,control
150,DRX005771,shoot under 1 hour after Cold stress,123.5,shoot,Cold 1h
151,DRX005772,shoot under 1 hour after Cold stress,164.5,shoot,Cold 1h
152,DRX005773,shoot under 3 hours after Cold stress,123.2,shoot,Cold 3h
153,DRX005774,shoot under 3 hours after Cold stress,115.8,shoot,Cold 3h
154,DRX005775,shoot under 6 hours after Cold stress,101.3,shoot,Cold 6h
155,DRX005776,shoot under 6 hours after Cold stress,115.0,shoot,Cold 6h
156,DRX005777,shoot under 12 hours after Cold stress,125.5,shoot,Cold 12h
157,DRX005778,shoot under 12 hours after Cold stress,91.2,shoot,Cold 12h
158,DRX005779,shoot under 1 day after Cold stress,113.3,shoot,Cold 1day
159,DRX005780,shoot under 1 day after Cold stress,157.6,shoot,Cold 1day
160,DRX005781,root under 1 hour after Cold stress,120.4,root,Cold 1h
161,DRX005782,root under 1 hour after Cold stress,98.4,root,Cold 1h
162,DRX005783,root under 3 hours after Cold stress,145.8,root,Cold 3h
163,DRX005784,root under 3 hours after Cold stress,118.6,root,Cold 3h
164,DRX005785,root under 6 hours after Cold stress,160.1,root,Cold 6h
165,DRX005786,root under 6 hours after Cold stress,150.5,root,Cold 6h
166,DRX005787,root under 12 hours after Cold stress,185.3,root,Cold 12h
167,DRX005788,root under 12 hours after Cold stress,126.4,root,Cold 12h
168,DRX005789,root under 1 day after Cold stress,203.0,root,Cold 1day
169,DRX005790,root under 1 day after Cold stress,173.3,root,Cold 1day
170,DRX005791,shoot under 1 hour after Flood stress,97.4,shoot,Flood 1h
171,DRX005792,shoot under 1 hour after Flood stress,86.4,shoot,Flood 1h
172,DRX005793,shoot under 3 hours after Flood stress,83.5,shoot,Flood 3h
173,DRX005794,shoot under 3 hours after Flood stress,94.9,shoot,Flood 3h
174,DRX005795,shoot under 6 hours after Flood stress,104.8,shoot,Flood 6h
175,DRX005796,shoot under 6 hours after Flood stress,133.1,shoot,Flood 6h
176,DRX005797,shoot under 12 hours after Flood stress,143.0,shoot,Flood 12h
177,DRX005798,shoot under 12 hours after Flood stress,141.7,shoot,Flood 12h
178,DRX005799,shoot under 1 day after Flood stress,128.9,shoot,Flood 1day
179,DRX005800,shoot under 1 day after Flood stress,95.5,shoot,Flood 1day
180,DRX005801,shoot under 1 day after Flood stress,96.1,shoot,Flood 1day
181,DRX005802,shoot under 3 days after Flood stress,147.2,shoot,Flood 3day
182,DRX005803,shoot under 3 days after Flood stress,120.7,shoot,Flood 3day
183,DRX005804,root under 1 hour after Flood stress,144.2,root,Flood 1h
184,DRX005805,root under 1 hour after Flood stress,146.4,root,Flood 1h
185,DRX005806,root under 3 hours after Flood stress,155.6,root,Flood 3h
186,DRX005807,root under 3 hours after Flood stress,146.0,root,Flood 3h
187,DRX005808,root under 6 hours after Flood stress,171.1,root,Flood 6h
188,DRX005809,root under 6 hours after Flood stress,154.8,root,Flood 6h
189,DRX005810,root under 12 hours after Flood stress,171.6,root,Flood 12h
190,DRX005811,root under 12 hours after Flood stress,166.4,root,Flood 12h
191,DRX005812,root under 1 day after Flood stress,177.2,root,Flood 1day
192,DRX005813,root under 1 day after Flood stress,143.5,root,Flood 1day
193,DRX005814,root under 3 days after Flood stress,156.1,root,Flood 3day
194,DRX005815,root under 3 days after Flood stress,141.9,root,Flood 3day
195,DRX005816,shoot under 1 hour after Osmotic stress,120.6,shoot,Osmotic 1h
196,DRX005817,shoot under 1 hour after Osmotic stress,104.2,shoot,Osmotic 1h
197,DRX005818,shoot under 3 hours after Osmotic stress,184.2,shoot,Osmotic 3h
198,DRX005819,shoot under 3 hours after Osmotic stress,152.5,shoot,Osmotic 3h
199,DRX005820,shoot under 6 hours after Osmotic stress,198.4,shoot,Osmotic 6h
200,DRX005821,shoot under 6 hours after Osmotic stress,137.8,shoot,Osmotic 6h
201,DRX005822,shoot under 12 hours after Osmotic stress,171.6,shoot,Osmotic 12h
202,DRX005823,shoot under 12 hours after Osmotic stress,191.5,shoot,Osmotic 12h
203,DRX005824,root under 1 hour after Osmotic stress,130.3,root,Osmotic 1h
204,DRX005825,root under 1 hour after Osmotic stress,158.5,root,Osmotic 1h
205,DRX005826,root under 3 hours after Osmotic stress,146.6,root,Osmotic 3h
206,DRX005827,root under 3 hours after Osmotic stress,210.3,root,Osmotic 3h
207,DRX005828,root under 6 hours after Osmotic stress,176.6,root,Osmotic 6h
208,DRX005829,root under 6 hours after Osmotic stress,138.4,root,Osmotic 6h
209,DRX005830,root under 12 hours after Osmotic stress,175.6,root,Osmotic 12h
210,DRX005831,root under 12 hours after Osmotic stress,166.7,root,Osmotic 12h
211,DRX005832,shoot control sample for Drought stress,114.4,shoot,control
212,DRX005833,shoot control sample for Drought stress,132.4,shoot,control
213,DRX005834,shoot under 1 hour after Drought stress,104.6,shoot,drought 1h
214,DRX005835,shoot under 1 hour after Drought stress,143.4,shoot,drought 1h
215,DRX005836,shoot under 3 hours after Drought stress,130.0,shoot,drought 3h
216,DRX005837,shoot under 3 hours after Drought stress,123.2,shoot,drought 3h
217,DRX005838,shoot under 3 hours after Drought stress,110.7,shoot,drought 3h
218,DRX005839,shoot under 6 hours after Drought stress,171.1,shoot,drought 6h
219,DRX005840,shoot under 6 hours after Drought stress,224.7,shoot,drought 6h
220,DRX005841,shoot under 12 hours after Drought stress,258.0,shoot,drought 12h
221,DRX005842,shoot under 12 hours after Drought stress,229.8,shoot,drought 12h
222,DRX005843,shoot under 12 hours after Drought stress,182.4,shoot,drought 12h
223,DRX005844,shoot under 1 day after Drought stress,292.7,shoot,drought 1day
224,DRX005845,shoot under 1 day after Drought stress,199.8,shoot,drought 1day
225,DRX005846,root control sample for Drought stress,171.3,root,control
226,DRX005847,root control sample for Drought stress,159.9,root,control
227,DRX005848,root under 1 hour after Drought stress,138.3,root,drought 1h
228,DRX005849,root under 1 hour after Drought stress,128.0,root,drought 1h
229,DRX005850,root under 3 hours after Drought stress,141.9,root,drought 3h
230,DRX005851,root under 3 hours after Drought stress,144.7,root,drought 3h
231,DRX005852,root under 6 hours after Drought stress,179.5,root,drought 6h
232,DRX005853,root under 6 hours after Drought stress,177.2,root,drought 6h
233,DRX005854,root under 12 hours after Drought stress,163.5,root,drought 12h
234,DRX005855,root under 12 hours after Drought stress,159.4,root,drought 12h
235,DRX005856,root under 1 day after Drought stress,189.8,root,drought 1day
236,DRX005857,root under 1 day after Drought stress,177.5,root,drought 1day
237,DRX005858,shoot control sample for JA treatment,85.2,shoot,control
238,DRX005859,shoot control sample for JA treatment,89.2,shoot,control
239,DRX005860,shoot under 1 hour after JA treatment,73.6,shoot,JA 1h
240,DRX005861,shoot under 1 hour after JA treatment,73.9,shoot,JA 1h
241,DRX005862,shoot under 3 hours after JA treatment,99.1,shoot,JA 3h
242,DRX005863,shoot under 3 hours after JA treatment,95.9,shoot,JA 3h
243,DRX005864,shoot under 6 hours after JA treatment,117.8,shoot,JA 6h
244,DRX005865,shoot under 6 hours after JA treatment,90.6,shoot,JA 6h
245,DRX005866,shoot under 12 hours after JA treatment,92.1,shoot,JA 12h
246,DRX005867,shoot under 12 hours after JA treatment,131.5,shoot,JA 12h
247,DRX005868,shoot under 1 day after JA treatment,114.7,shoot,JA 1day
248,DRX005869,shoot under 1 day after JA treatment,89.8,shoot,JA 1day
249,DRX005870,root control sample for JA treatment,123.8,root,control
250,DRX005871,root control sample for JA treatment,131.8,root,control
251,DRX005872,root under 1 hour after JA treatment,124.3,root,JA 1h
252,DRX005873,root under 1 hour after JA treatment,135.4,root,JA 1h
253,DRX005874,root under 3 hours after JA treatment,116.9,root,JA 3h
254,DRX005875,root under 3 hours after JA treatment,137.9,root,JA 3h
255,DRX005876,root under 6 hours after JA treatment,159.3,root,JA 6h
256,DRX005877,root under 6 hours after JA treatment,146.9,root,JA 6h
257,DRX005878,root under 12 hours after JA treatment,198.5,root,JA 12h
258,DRX005879,root under 12 hours after JA treatment,199.3,root,JA 12h
259,DRX005880,root under 1 day after JA treatment,167.7,root,JA 1day
260,DRX005881,root under 1 day after JA treatment,133.7,root,JA 1day
261,DRX005882,shoot control sample for ABA treatment,132.7,shoot,control
262,DRX005883,shoot control sample for ABA treatment,133.7,shoot,control
263,DRX005884,shoot under 1 hour after ABA treatment,128.1,shoot,ABA 1h
264,DRX005885,shoot under 1 hour after ABA treatment,96.2,shoot,ABA 1h
265,DRX005886,shoot under 3 hours after ABA treatment,129.1,shoot,ABA 3h
266,DRX005887,shoot under 3 hours after ABA treatment,104.1,shoot,ABA 3h
267,DRX005888,shoot under 6 hours after ABA treatment,146.3,shoot,ABA 6h
268,DRX005889,shoot under 6 hours after ABA treatment,131.2,shoot,ABA 6h
269,DRX005890,shoot under 12 hours after ABA treatment,171.5,shoot,ABA 12h
270,DRX005891,shoot under 12 hours after ABA treatment,166.0,shoot,ABA 12h
271,DRX005892,shoot under 1 day after ABA treatment,186.3,shoot,ABA 1day
272,DRX005893,shoot under 1 day after ABA treatment,133.7,shoot,ABA 1day
273,DRX005894,root control sample for ABA treatment,132.9,root,control
274,DRX005895,root control sample for ABA treatment,123.4,root,control
275,DRX005896,root under 1 hour after ABA treatment,188.6,root,ABA 1h
276,DRX005897,root under 1 hour after ABA treatment,106.9,root,ABA 1h
277,DRX005898,root under 3 hours after ABA treatment,156.3,root,ABA 3h
278,DRX005899,root under 3 hours after ABA treatment,103.2,root,ABA 3h
279,DRX005900,root under 6 hours after ABA treatment,199.0,root,ABA 6h
280,DRX005901,root under 6 hours after ABA treatment,173.7,root,ABA 6h
281,DRX005902,root under 12 hours after ABA treatment,207.6,root,ABA 12h
282,DRX005903,root under 12 hours after ABA treatment,138.4,root,ABA 12h
283,DRX005904,root under 1 day after ABA treatment,279.1,root,ABA 1day
284,DRX005905,root under 1 day after ABA treatment,192.3,root,ABA 1day
285,DRX005906,shoot control sample for Developmental Time 0 hour after,128.0,shoot,control
286,DRX005907,shoot control sample for Developmental Time 0 hour after,138.0,shoot,control
287,DRX005908,shoot control sample for Developmental Time 1 hour after,134.9,shoot,control 1h
288,DRX005909,shoot control sample for Developmental Time 1 hour after,138.9,shoot,control 1h
289,DRX005910,shoot control sample for Developmental Time 3 hours after,130.4,shoot,control 3h
290,DRX005911,shoot control sample for Developmental Time 3 hours after,139.5,shoot,control 3h
291,DRX005912,shoot control sample for Developmental Time 6 hours after,103.2,shoot,control 6h
292,DRX005913,shoot control sample for Developmental Time 6 hours after,129.7,shoot,control 6h
293,DRX005914,shoot control sample for Developmental Time 12 hours after,142.1,shoot,control 12h
294,DRX005915,shoot control sample for Developmental Time 12 hours after,121.8,shoot,control 12h
295,DRX005916,shoot control sample for Developmental Time 1 day after,114.7,shoot,control 1day
296,DRX005917,shoot control sample for Developmental Time 1 day after,134.0,shoot,control 1day
297,DRX005918,shoot control sample for Developmental Time 3 days after,104.4,shoot,control 3day
298,DRX005919,shoot control sample for Developmental Time 3 days after,152.7,shoot,control 3day
299,DRX005920,shoot control sample for Developmental Time 4 days after,142.6,shoot,control 4day
300,DRX005921,shoot control sample for Developmental Time 4 days after,140.6,shoot,control 4day
301,DRX005922,shoot control sample for Developmental Time 5 days after,130.8,shoot,control 5day
302,DRX005923,shoot control sample for Developmental Time 5 days after,145.8,shoot,control 5day
303,DRX005924,shoot control sample for Developmental Time 10 days after,136.2,shoot,control 10day
304,DRX005925,shoot control sample for Developmental Time 10 days after,130.7,shoot,control 10day
305,DRX005926,root control sample for Developmental Time 0 hour after,175.5,root,control 0h
306,DRX005927,root control sample for Developmental Time 0 hour after,193.2,root,control 0h
307,DRX005928,root control sample for Developmental Time 1 hour after,187.1,root,control 1h
308,DRX005929,root control sample for Developmental Time 1 hour after,108.4,root,control 1h
309,DRX005930,root control sample for Developmental Time 3 hours after,175.7,root,control 3h
310,DRX005931,root control sample for Developmental Time 3 hours after,202.4,root,control 3h
311,DRX005932,root control sample for Developmental Time 6 hours after,199.6,root,control 6h
312,DRX005933,root control sample for Developmental Time 6 hours after,186.8,root,control 6h
313,DRX005934,root control sample for Developmental Time 12 hours after,213.8,root,control 12h
314,DRX005935,root control sample for Developmental Time 12 hours after,199.2,root,control 12h
315,DRX005936,root control sample for Developmental Time 1 day after,155.9,root,control 1day
316,DRX005937,root control sample for Developmental Time 1 day after,184.1,root,control 1day
317,DRX005938,root control sample for Developmental Time 3 days after,203.7,root,control 3day
318,DRX005939,root control sample for Developmental Time 3 days after,183.9,root,control 3day
319,DRX005940,root control sample for Developmental Time 4 days after,187.5,root,control 4day
320,DRX005941,root control sample for Developmental Time 4 days after,190.2,root,control 4day
321,DRX005942,root control sample for Developmental Time 5 days after,218.8,root,control 5day
322,DRX005943,root control sample for Developmental Time 5 days after,199.5,root,control 5day
323,DRX005944,root control sample for Developmental Time 10 days after,199.3,root,control 10day
324,DRX005945,root control sample for Developmental Time 10 days after,176.5,root,control 10day
325,DRX012208,Cd_0hr_root,198.5,root,Cd 0hr
326,DRX012209,Cd_0hr_root,151.1,root,Cd 0hr
327,DRX012210,Cd_1hr_root,130.0,root,Cd 1hr
328,DRX012211,Cd_1hr_root,97.8,root,Cd 1hr
329,DRX012212,Cd_24hr_root,104.0,root,Cd 24hr
330,DRX012213,Cd_24hr_root,114.0,root,Cd 24hr
331,DRX012214,Cd_0hr_shoot,118.3,shoot,Cd 0hr
332,DRX012215,Cd_0hr_shoot,110.3,shoot,Cd 0hr
333,DRX012216,Cd_1hr_shoot,120.1,shoot,Cd 1hr
334,DRX012217,Cd_1hr_shoot,104.3,shoot,Cd 1hr
335,DRX012218,Cd_24hr_shoot,192.9,shoot,Cd 24hr
336,DRX012219,Cd_24hr_shoot,178.8,shoot,Cd 24hr
337,DRX012220,Cd_0hr_root,162.3,root,Cd 0hr
338,DRX012221,Cd_1hr_root,114.0,root,Cd 1hr
339,DRX012222,Cd_24hr_root,140.6,root,Cd 24hr
340,DRX012223,Cd_0hr_shoot,114.0,shoot,Cd 0hr
341,DRX012224,Cd_1hr_shoot,107.2,shoot,Cd 1hr
342,DRX012225,Cd_24hr_shoot,162.5,shoot,Cd 24hr
343,DRX012274,Indica rice cultivar Kasalath leaf,109.8,leaf,--
344,DRX012275,Indica rice cultivar Kasalath young ear,110.0,young ear,--
345,DRX014510,anthers,60.5,anther,--
346,DRX016468,Callus of Japonica cv. Norin 8 mutant,29.2,callus,--
347,DRX016469,Callus of Japonica cv. Norin 8 mutant,27.6,callus,--
348,DRX016470,Callus of Japonica cv. Norin 8 mutant,27.3,callus,--
349,DRX016471,Callus of Japonica cv. Norin 8 mutant,58.4,callus,--
350,DRX016472,Callus of Japonica cv. Norin 8 mutant,48.3,callus,--
351,DRX016473,Callus of Japonica cv. Norin 8 mutant,40.9,callus,--
352,DRX017635,35S:OSH1-GR -DEX rep1,52.0,young leaves 1 mm above shoot apices,control
353,DRX017636,35S:OSH1-GR +DEX 3h rep1,56.4,young leaves 1 mm above shoot apices,DEX 3h
354,DRX017637,35S:OSH1-GR +DEX 6h rep1,61.3,young leaves 1 mm above shoot apices,DEX 6h
355,DRX017638,35S:OSH1-GR +DEX 24h rep1,65.3,young leaves 1 mm above shoot apices,DEX 24h
356,DRX017639,WT -DEX rep1,60.4,young leaves 1 mm above shoot apices,control
357,DRX017640,WT +DEX 3h rep1,60.6,young leaves 1 mm above shoot apices,DEX 3h
358,DRX017641,WT +DEX 6h rep1,65.1,young leaves 1 mm above shoot apices,DEX 6h
359,DRX017642,WT +DEX 24h rep1,66.4,young leaves 1 mm above shoot apices,DEX 24h
360,DRX017643,35S:OSH1-GR -DEX rep2,64.5,young leaves 1 mm above shoot apices,control
361,DRX017644,35S:OSH1-GR +DEX 3h rep2,57.7,young leaves 1 mm above shoot apices,DEX 3h
362,DRX017645,35S:OSH1-GR +DEX 6h rep2,61.6,young leaves 1 mm above shoot apices,DEX 6h
363,DRX017646,35S:OSH1-GR +DEX 24h rep2,65.2,young leaves 1 mm above shoot apices,DEX 24h
364,DRX017647,WT -DEX rep2,59.7,young leaves 1 mm above shoot apices,control
365,DRX017648,WT +DEX 3h rep2,65.0,young leaves 1 mm above shoot apices,DEX 3h
366,DRX017649,WT +DEX 6h rep2,59.4,young leaves 1 mm above shoot apices,DEX 6h
367,DRX017650,WT +DEX 24h rep2,60.1,young leaves 1 mm above shoot apices,DEX 24h
368,DRX019506,WT_1,31.1,shoot apical meristem,--
369,DRX019507,WT_2,31.7,shoot apical meristem,--
370,DRX019508,WT_3,13.0,shoot apical meristem,--
371,DRX019509,Hd3a-RFT1 double-RNAi plants,12.1,shoot apical meristem,--
372,DRX019510,Hd3a-RFT1 double-RNAi plants,14.4,shoot apical meristem,--
373,DRX019511,Hd3a-RFT1 double-RNAi plants,15.3,shoot apical meristem,--
374,DRX021280,WT-Mock-1,183.1,leaf,mock
375,DRX021281,WT-Mock-2,138.1,leaf,mock
376,DRX021282,WT-Mock-3,137.0,leaf,mock
377,DRX021283,WT-Myc-1,115.3,leaf,mycorrhizal fungi Myc-infected
